Student_ID	Age	Gender	Academic_Level	Country	Avg_Daily_Usage_Hours	Most_Used_Platform	Affects_Academic_Performance	Sleep_Hours_Per_Night	Mental_Health_Score	Relationship_Status	Conflicts_Over_Social_Media	Addicted_Score
428	22	Male	Graduate	Mexico	6.6	WhatsApp	Yes	5.6	6	Single	3	7
434	21	Male	Graduate	India	6.9	WhatsApp	Yes	5.4	5	In Relationship	4	8
438	21	Male	Graduate	Mexico	6.7	WhatsApp	Yes	5.5	6	Single	3	7
444	22	Male	Graduate	India	7	WhatsApp	Yes	5.3	5	In Relationship	4	8
448	22	Male	Graduate	Mexico	6.8	WhatsApp	Yes	5.4	6	Single	3	7
454	21	Male	Graduate	India	7.1	WhatsApp	Yes	5.2	5	In Relationship	4	8
458	21	Male	Graduate	Mexico	6.9	WhatsApp	Yes	5.3	6	Single	3	7
464	22	Male	Graduate	India	7.2	WhatsApp	Yes	5.1	5	In Relationship	4	8
468	22	Male	Graduate	Mexico	7	WhatsApp	Yes	5.2	6	Single	3	7
474	21	Male	Graduate	India	7.3	WhatsApp	Yes	5	5	In Relationship	4	8
478	21	Male	Graduate	Mexico	7.1	WhatsApp	Yes	5.1	6	Single	3	7
484	22	Male	Graduate	India	7.4	WhatsApp	Yes	4.9	5	In Relationship	4	8
488	22	Male	Graduate	Mexico	7.2	WhatsApp	Yes	5	6	Single	3	7
494	21	Male	Graduate	India	7.5	WhatsApp	Yes	4.8	5	In Relationship	4	8
498	21	Male	Graduate	Mexico	7.3	WhatsApp	Yes	4.9	6	Single	3	7
501	19	Female	Undergraduate	Brazil	6.2	WhatsApp	Yes	6.3	6	Single	3	7
502	21	Male	Graduate	China	4.5	WeChat	No	7.8	7	In Relationship	2	5
506	21	Male	Graduate	Malaysia	5.5	WhatsApp	Yes	6.8	6	Single	3	7
509	19	Female	Undergraduate	India	6.8	WhatsApp	Yes	6	5	In Relationship	4	8
512	22	Male	Graduate	China	4.4	WeChat	No	7.9	7	In Relationship	2	5
516	22	Male	Graduate	Malaysia	5.6	WhatsApp	Yes	6.7	6	Single	3	7
519	20	Female	Undergraduate	India	6.9	WhatsApp	Yes	5.9	5	In Relationship	4	8
521	19	Female	Undergraduate	Brazil	6	WhatsApp	Yes	6.5	6	Single	3	7
522	21	Male	Graduate	China	4.3	WeChat	No	8	7	In Relationship	2	5
526	21	Male	Graduate	Malaysia	5.7	WhatsApp	Yes	6.6	6	Single	3	7
529	19	Female	Undergraduate	India	7	WhatsApp	Yes	5.8	5	In Relationship	4	8
532	22	Male	Graduate	China	4.2	WeChat	No	8.1	7	In Relationship	2	5
536	22	Male	Graduate	Malaysia	5.8	WhatsApp	Yes	6.5	6	Single	3	7
539	20	Female	Undergraduate	India	7.1	WhatsApp	Yes	5.7	5	In Relationship	4	8
541	19	Female	Undergraduate	Brazil	5.8	WhatsApp	Yes	6.7	6	Single	3	7
542	21	Male	Graduate	China	4.1	WeChat	No	8.2	7	In Relationship	2	5
546	21	Male	Graduate	Malaysia	5.9	WhatsApp	Yes	6.4	6	Single	3	7
549	19	Female	Undergraduate	India	7.2	WhatsApp	Yes	5.6	5	In Relationship	4	8
552	22	Male	Graduate	China	4	WeChat	No	8.3	7	In Relationship	2	5
556	22	Male	Graduate	Malaysia	6	WhatsApp	Yes	6.3	6	Single	3	7
559	20	Female	Undergraduate	India	7.3	WhatsApp	Yes	5.5	5	In Relationship	4	8
561	19	Female	Undergraduate	Brazil	5.6	WhatsApp	Yes	6.9	6	Single	3	7
562	21	Male	Graduate	China	3.9	WeChat	No	8.4	7	In Relationship	2	5
566	21	Male	Graduate	Malaysia	6.1	WhatsApp	Yes	6.2	6	Single	3	7
569	19	Female	Undergraduate	India	7.4	WhatsApp	Yes	5.4	5	In Relationship	4	8
572	23	Male	Graduate	Denmark	3.8	Twitter	No	7.8	8	In Relationship	2	4
579	19	Female	Undergraduate	France	4.7	Twitter	No	7.4	7	Single	2	5
584	22	Male	Graduate	China	5.8	WeChat	Yes	6.5	6	In Relationship	3	7
585	19	Female	Undergraduate	Japan	4.5	Twitter	No	7.6	8	Single	2	4
590	22	Male	Graduate	Ireland	5.7	Twitter	Yes	6.8	6	Single	3	7
599	22	Female	Graduate	Italy	5.1	Twitter	No	7.1	7	In Relationship	2	5
601	24	Female	Graduate	China	5.5	WeChat	Yes	6.8	6	In Relationship	3	7
602	21	Male	Undergraduate	Japan	4.3	Twitter	No	7.6	8	Single	2	4
607	24	Female	Graduate	Ireland	5.9	Twitter	Yes	6.6	6	Single	3	7
613	24	Female	Graduate	France	4.8	Twitter	No	7.3	7	In Relationship	2	5
618	19	Male	Undergraduate	China	5.6	WeChat	Yes	6.8	6	In Relationship	3	7
619	24	Female	Graduate	Japan	4.2	Twitter	No	7.5	8	Single	2	4
623	22	Female	Graduate	Denmark	4.6	Twitter	No	7.3	7	In Relationship	2	5
628	20	Male	Undergraduate	USA	5.5	Twitter	Yes	6.8	6	In Relationship	3	7
633	23	Female	Graduate	Italy	4.8	Twitter	No	7.1	7	In Relationship	2	5
635	22	Female	Graduate	China	5.7	WeChat	Yes	6.7	6	In Relationship	3	7
636	19	Male	Undergraduate	Japan	4.4	Twitter	No	7.4	8	Single	2	4
640	20	Male	Undergraduate	Denmark	4.5	Twitter	No	7.3	7	In Relationship	2	5
645	23	Female	Graduate	USA	5.3	Twitter	Yes	6.8	6	In Relationship	3	7
649	21	Female	Undergraduate	UK	6.2	Twitter	Yes	6.3	5	Single	4	8
652	22	Male	Graduate	China	5.6	WeChat	Yes	6.7	6	In Relationship	3	7
653	20	Female	Undergraduate	Japan	4.3	Twitter	No	7.5	8	Single	2	4
657	19	Female	Undergraduate	Denmark	4.6	Twitter	No	7.3	7	In Relationship	2	5
662	24	Male	Graduate	USA	5.4	Twitter	Yes	6.8	6	In Relationship	3	7
666	23	Male	Graduate	UK	6.3	Twitter	Yes	6.2	5	Single	4	8
669	19	Female	Undergraduate	China	5.7	WeChat	Yes	6.7	6	In Relationship	3	7
670	22	Male	Graduate	Japan	4.4	Twitter	No	7.4	8	Single	2	4
674	24	Male	Graduate	Denmark	4.5	Twitter	No	7.3	7	In Relationship	2	5
679	21	Female	Undergraduate	USA	5.3	Twitter	Yes	6.8	6	In Relationship	3	7
683	20	Female	Undergraduate	UK	6.1	Twitter	Yes	6.4	5	Single	4	8
686	24	Male	Graduate	China	5.5	WeChat	Yes	6.8	6	In Relationship	3	7
687	19	Female	Undergraduate	Japan	4.2	Twitter	No	7.5	8	Single	2	4
691	21	Female	Undergraduate	Denmark	4.6	Twitter	No	7.3	7	In Relationship	2	5
696	23	Male	Graduate	USA	5.5	Twitter	Yes	6.7	6	In Relationship	3	7
700	22	Male	Graduate	UK	6.2	Twitter	Yes	6.3	5	Single	4	8
703	21	Female	Undergraduate	China	5.6	WeChat	Yes	6.7	6	In Relationship	3	7
704	24	Male	Graduate	Japan	4.3	Twitter	No	7.5	8	Single	2	4
